TIME,GEO,AIRPOL,INDIC_NV,UNIT,Value,Flag and Footnotes
2014,Ireland,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2014,Ireland,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"1,656,110",
2014,Ireland,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,54,
2014,Ireland,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"36,670,834",
2014,Ireland,Methane,All NACE branches plus households,Tonne,"519,233.66",
2014,Ireland,Methane,Production and consumption activities abroad by residents,Tonne,18.22,
2014,Ireland,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2014,Ireland,Methane,Production and consumption activities on the territory by non-residents,Tonne,13,
2014,Ireland,Methane,Adjustments and statistical discrepancy,Tonne,0.34,
2014,Ireland,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"519,228.78",
2014,Ireland,Nitrous oxide,All NACE branches plus households,Tonne,"21,317.69",
2014,Ireland,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,8.54,
2014,Ireland,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2014,Ireland,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,35.76,
2014,Ireland,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,0.4,
2014,Ireland,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"21,345.31",
2014,Greece,Carbon dioxide,All NACE branches plus households,Tonne,"78,649,886",
2014,Greece,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,:,
2014,Greece,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2014,Greece,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2014,Greece,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,3,
2014,Greece,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"78,649,889",
2014,Greece,Methane,All NACE branches plus households,Tonne,"406,984.48",
2014,Greece,Methane,Production and consumption activities abroad by residents,Tonne,:,
2014,Greece,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2014,Greece,Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2014,Greece,Methane,Adjustments and statistical discrepancy,Tonne,0,
2014,Greece,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"406,984.48",
2014,Greece,Nitrous oxide,All NACE branches plus households,Tonne,"14,449.99",
2014,Greece,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2014,Greece,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2014,Greece,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2014,Greece,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,0,
2014,Greece,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"14,449.99",
2014,Spain,Carbon dioxide,All NACE branches plus households,Tonne,"269,675,141",
2014,Spain,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"17,726,373",
2014,Spain,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,"742,259",
2014,Spain,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"2,569,694",
2014,Spain,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,0,
2014,Spain,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"254,518,463",
2014,Spain,Methane,All NACE branches plus households,Tonne,"1,522,117.72",
2014,Spain,Methane,Production and consumption activities abroad by residents,Tonne,404.36,
2014,Spain,Methane,Fishing vessels operated abroad by residents,Tonne,70.12,
2014,Spain,Methane,Production and consumption activities on the territory by non-residents,Tonne,121.18,
2014,Spain,Methane,Adjustments and statistical discrepancy,Tonne,0,
2014,Spain,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"1,521,834.54",
2014,Spain,Nitrous oxide,All NACE branches plus households,Tonne,"57,995.54",
2014,Spain,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,538.16,
2014,Spain,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,20.03,
2014,Spain,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,84.73,
2014,Spain,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,"1,733.60",
2014,Spain,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"59,275.70",
2014,France,Carbon dioxide,All NACE branches plus households,Tonne,"346,420,813",
2014,France,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"21,420,830",
2014,France,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2014,France,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"13,226,163",
2014,France,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-2,883,613",
2014,France,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"335,342,533",
2014,France,Methane,All NACE branches plus households,Tonne,"2,314,208.41",
2014,France,Methane,Production and consumption activities abroad by residents,Tonne,659.44,
2014,France,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2014,France,Methane,Production and consumption activities on the territory by non-residents,Tonne,644.24,
2014,France,Methane,Adjustments and statistical discrepancy,Tonne,-8.78,
2014,France,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"2,314,184.43",
2014,France,Nitrous oxide,All NACE branches plus households,Tonne,"140,257.09",
2014,France,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,616.47,
2014,France,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2014,France,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,439.04,
2014,France,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-4.98,
2014,France,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"140,074.68",
2014,Croatia,Carbon dioxide,All NACE branches plus households,Tonne,"17,708,128",
2014,Croatia,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"2,609,577",
2014,Croatia,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,Croatia,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"954,663",
2014,Croatia,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"1,654,913",
2014,Croatia,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"17,708,128",
2014,Croatia,Methane,All NACE branches plus households,Tonne,"157,124.02",
2014,Croatia,Methane,Production and consumption activities abroad by residents,Tonne,237.39,
2014,Croatia,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2014,Croatia,Methane,Production and consumption activities on the territory by non-residents,Tonne,65.74,
2014,Croatia,Methane,Adjustments and statistical discrepancy,Tonne,171.64,
2014,Croatia,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"157,124.02",
2014,Croatia,Nitrous oxide,All NACE branches plus households,Tonne,"5,520.02",
2014,Croatia,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,73.5,
2014,Croatia,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,Croatia,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,26.94,
2014,Croatia,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,46.56,
2014,Croatia,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"5,520.02",
2014,Italy,Carbon dioxide,All NACE branches plus households,Tonne,"360,466,564",
2014,Italy,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"17,012,533",
2014,Italy,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,Italy,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"5,093,458",
2014,Italy,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,0,
2014,Italy,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"348,547,488",
2014,Italy,Methane,All NACE branches plus households,Tonne,"1,753,977.93",
2014,Italy,Methane,Production and consumption activities abroad by residents,Tonne,"1,242.51",
2014,Italy,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2014,Italy,Methane,Production and consumption activities on the territory by non-residents,Tonne,469.51,
2014,Italy,Methane,Adjustments and statistical discrepancy,Tonne,0,
2014,Italy,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"1,753,204.92",
2014,Italy,Nitrous oxide,All NACE branches plus households,Tonne,"59,180.41",
2014,Italy,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,447.03,
2014,Italy,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,Italy,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,143.16,
2014,Italy,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,0,
2014,Italy,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"58,876.54",
2014,Cyprus,Carbon dioxide,All NACE branches plus households,Tonne,"7,079,318",
2014,Cyprus,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"168,078",
2014,Cyprus,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,Cyprus,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"30,886",
2014,Cyprus,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-10,788",
2014,Cyprus,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"6,931,338",
2014,Cyprus,Methane,All NACE branches plus households,Tonne,"31,980.50",
2014,Cyprus,Methane,Production and consumption activities abroad by residents,Tonne,9.56,
2014,Cyprus,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2014,Cyprus,Methane,Production and consumption activities on the territory by non-residents,Tonne,3.21,
2014,Cyprus,Methane,Adjustments and statistical discrepancy,Tonne,-0.42,
2014,Cyprus,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"31,973.72",
2014,Cyprus,Nitrous oxide,All NACE branches plus households,Tonne,920.5,
2014,Cyprus,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,5.08,
2014,Cyprus,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,Cyprus,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,0.52,
2014,Cyprus,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-0.27,
2014,Cyprus,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,915.67,
2014,Latvia,Carbon dioxide,All NACE branches plus households,Tonne,"8,601,802",
2014,Latvia,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"1,469,012",
2014,Latvia,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,"10,967",
2014,Latvia,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"192,958",
2014,Latvia,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-116,933",
2014,Latvia,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"7,208,816",
2014,Latvia,Methane,All NACE branches plus households,Tonne,"72,691.86",
2014,Latvia,Methane,Production and consumption activities abroad by residents,Tonne,60.85,
2014,Latvia,Methane,Fishing vessels operated abroad by residents,Tonne,1.04,
2014,Latvia,Methane,Production and consumption activities on the territory by non-residents,Tonne,8.09,
2014,Latvia,Methane,Adjustments and statistical discrepancy,Tonne,-1.61,
2014,Latvia,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"72,637.49",
2014,Latvia,Nitrous oxide,All NACE branches plus households,Tonne,"6,605.35",
2014,Latvia,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,47.98,
2014,Latvia,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0.3,
2014,Latvia,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,6.06,
2014,Latvia,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-4.36,
2014,Latvia,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"6,559.07",
2014,Lithuania,Carbon dioxide,All NACE branches plus households,Tonne,"17,849,482",
2014,Lithuania,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"5,541,820",
2014,Lithuania,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,"7,446",
2014,Lithuania,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"775,670",
2014,Lithuania,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-209,518",
2014,Lithuania,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"12,873,813",
2014,Lithuania,Methane,All NACE branches plus households,Tonne,"138,661.71",
2014,Lithuania,Methane,Production and consumption activities abroad by residents,Tonne,"1,094.24",
2014,Lithuania,Methane,Fishing vessels operated abroad by residents,Tonne,0.7,
2014,Lithuania,Methane,Production and consumption activities on the territory by non-residents,Tonne,116.48,
2014,Lithuania,Methane,Adjustments and statistical discrepancy,Tonne,-2.49,
2014,Lithuania,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"137,681.45",
2014,Lithuania,Nitrous oxide,All NACE branches plus households,Tonne,"10,601.77",
2014,Lithuania,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,124.9,
2014,Lithuania,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0.2,
2014,Lithuania,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,18.49,
2014,Lithuania,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-5.78,
2014,Lithuania,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"10,489.57",
2014,Luxembourg,Carbon dioxide,All NACE branches plus households,Tonne,"8,280,388",
2014,Luxembourg,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"2,416,000",
2014,Luxembourg,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,Luxembourg,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"5,167,800",
2014,Luxembourg,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-1,206,963",
2014,Luxembourg,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"9,825,225",
2014,Luxembourg,Methane,All NACE branches plus households,Tonne,"22,942.24",
2014,Luxembourg,Methane,Production and consumption activities abroad by residents,Tonne,16.58,
2014,Luxembourg,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2014,Luxembourg,Methane,Production and consumption activities on the territory by non-residents,Tonne,37.3,
2014,Luxembourg,Methane,Adjustments and statistical discrepancy,Tonne,61.09,
2014,Luxembourg,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"23,024.06",
2014,Luxembourg,Nitrous oxide,All NACE branches plus households,Tonne,995.26,
2014,Luxembourg,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,67.8,
2014,Luxembourg,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,Luxembourg,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,147.5,
2014,Luxembourg,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-33.31,
2014,Luxembourg,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"1,041.65",
2014,Hungary,Carbon dioxide,All NACE branches plus households,Tonne,"47,598,955",
2014,Hungary,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"4,851,744",
2014,Hungary,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,Hungary,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"1,230,237",
2014,Hungary,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-52,259",
2014,Hungary,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"43,925,189",
2014,Hungary,Methane,All NACE branches plus households,Tonne,"297,258.44",
2014,Hungary,Methane,Production and consumption activities abroad by residents,Tonne,196,
2014,Hungary,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2014,Hungary,Methane,Production and consumption activities on the territory by non-residents,Tonne,53.62,
2014,Hungary,Methane,Adjustments and statistical discrepancy,Tonne,-0.37,
2014,Hungary,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"297,115.70",
2014,Hungary,Nitrous oxide,All NACE branches plus households,Tonne,"14,525.06",
2014,Hungary,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,182.49,
2014,Hungary,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,Hungary,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,45.5,
2014,Hungary,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-1.46,
2014,Hungary,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"14,386.61",
2014,Malta,Carbon dioxide,All NACE branches plus households,Tonne,"3,597,416",s
2014,Malta,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"1,171,282",s
2014,Malta,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2014,Malta,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,0,s
2014,Malta,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,0,
2014,Malta,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"2,426,133",
2014,Malta,Methane,All NACE branches plus households,Tonne,"6,954.48",s
2014,Malta,Methane,Production and consumption activities abroad by residents,Tonne,:,
2014,Malta,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2014,Malta,Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2014,Malta,Methane,Adjustments and statistical discrepancy,Tonne,0,
2014,Malta,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"6,954.48",
2014,Malta,Nitrous oxide,All NACE branches plus households,Tonne,145.94,s
2014,Malta,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2014,Malta,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2014,Malta,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2014,Malta,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,0,
2014,Malta,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,145.94,
2014,Netherlands,Carbon dioxide,All NACE branches plus households,Tonne,"179,981,450",
2014,Netherlands,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"23,094,596",
2014,Netherlands,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,Netherlands,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"6,542,806",
2014,Netherlands,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-4,173,219",
2014,Netherlands,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"159,256,440",
2014,Netherlands,Methane,All NACE branches plus households,Tonne,"721,120.71",
2014,Netherlands,Methane,Production and consumption activities abroad by residents,Tonne,554.46,
2014,Netherlands,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2014,Netherlands,Methane,Production and consumption activities on the territory by non-residents,Tonne,217.99,
2014,Netherlands,Methane,Adjustments and statistical discrepancy,Tonne,-44.82,
2014,Netherlands,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"720,739.42",
2014,Netherlands,Nitrous oxide,All NACE branches plus households,Tonne,"29,368.15",
2014,Netherlands,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,715.57,
2014,Netherlands,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,Netherlands,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,183.89,
2014,Netherlands,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-111.16,
2014,Netherlands,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"28,725.32",
2014,Austria,Carbon dioxide,All NACE branches plus households,Tonne,"60,744,385",
2014,Austria,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"3,291,583",
2014,Austria,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,Austria,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"9,055,124",
2014,Austria,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-2,040,558",
2014,Austria,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"64,467,368",
2014,Austria,Methane,All NACE branches plus households,Tonne,"269,910.63",
2014,Austria,Methane,Production and consumption activities abroad by residents,Tonne,37.07,
2014,Austria,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2014,Austria,Methane,Production and consumption activities on the territory by non-residents,Tonne,177.22,
2014,Austria,Methane,Adjustments and statistical discrepancy,Tonne,-45.33,
2014,Austria,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"270,005.45",
2014,Austria,Nitrous oxide,All NACE branches plus households,Tonne,"11,265.28",
2014,Austria,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,104.4,
2014,Austria,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,Austria,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,263.5,
2014,Austria,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,316.98,
2014,Austria,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"11,741.36",
2014,Poland,Carbon dioxide,All NACE branches plus households,Tonne,"318,840,255",
2014,Poland,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"11,007,427",
2014,Poland,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,Poland,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"896,557",
2014,Poland,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,0,
2014,Poland,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"308,729,386",
2014,Poland,Methane,All NACE branches plus households,Tonne,"1,978,883.21",
2014,Poland,Methane,Production and consumption activities abroad by residents,Tonne,640.13,
2014,Poland,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2014,Poland,Methane,Production and consumption activities on the territory by non-residents,Tonne,114.24,
2014,Poland,Methane,Adjustments and statistical discrepancy,Tonne,0,
2014,Poland,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"1,978,357.32",
2014,Poland,Nitrous oxide,All NACE branches plus households,Tonne,"66,967.65",
2014,Poland,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,374.6,
2014,Poland,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,Poland,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,32.66,
2014,Poland,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,0,
2014,Poland,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"66,625.71",
2014,Portugal,Carbon dioxide,All NACE branches plus households,Tonne,"49,397,600",
2014,Portugal,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"1,318,900",
2014,Portugal,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,"64,000",
2014,Portugal,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"5,057,400",
2014,Portugal,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-4,994,600",
2014,Portugal,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"48,141,500",
2014,Portugal,Methane,All NACE branches plus households,Tonne,"387,801.30",
2014,Portugal,Methane,Production and consumption activities abroad by residents,Tonne,90.1,
2014,Portugal,Methane,Fishing vessels operated abroad by residents,Tonne,7.5,
2014,Portugal,Methane,Production and consumption activities on the territory by non-residents,Tonne,284.7,
2014,Portugal,Methane,Adjustments and statistical discrepancy,Tonne,-288.3,
2014,Portugal,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"387,707.60",
2014,Portugal,Nitrous oxide,All NACE branches plus households,Tonne,"10,798.10",
2014,Portugal,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,33.6,
2014,Portugal,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,1.3,
2014,Portugal,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,139.6,
2014,Portugal,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-12.6,
2014,Portugal,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"10,891.50",
2014,Romania,Carbon dioxide,All NACE branches plus households,Tonne,"80,618,859",
2014,Romania,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"3,724,519",e
2014,Romania,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2014,Romania,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"652,379",e
2014,Romania,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,:,
2014,Romania,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"77,546,720",
2014,Romania,Methane,All NACE branches plus households,Tonne,"1,201,254.87",
2014,Romania,Methane,Production and consumption activities abroad by residents,Tonne,236.33,e
2014,Romania,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2014,Romania,Methane,Production and consumption activities on the territory by non-residents,Tonne,50.19,e
2014,Romania,Methane,Adjustments and statistical discrepancy,Tonne,:,
2014,Romania,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"1,201,068.73",
2014,Romania,Nitrous oxide,All NACE branches plus households,Tonne,"24,673",
2014,Romania,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,115.95,e
2014,Romania,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2014,Romania,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,19.9,e
2014,Romania,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,0,
2014,Romania,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"24,576.95",
2014,Slovenia,Carbon dioxide,All NACE branches plus households,Tonne,"14,385,967",
2014,Slovenia,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,:,
2014,Slovenia,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2014,Slovenia,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2014,Slovenia,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-861,622",
2014,Slovenia,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"13,524,345",
2014,Slovenia,Methane,All NACE branches plus households,Tonne,"81,959.60",
2014,Slovenia,Methane,Production and consumption activities abroad by residents,Tonne,:,
2014,Slovenia,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2014,Slovenia,Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2014,Slovenia,Methane,Adjustments and statistical discrepancy,Tonne,-11.09,
2014,Slovenia,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"81,948.51",
2014,Slovenia,Nitrous oxide,All NACE branches plus households,Tonne,"2,370.06",
2014,Slovenia,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2014,Slovenia,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2014,Slovenia,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2014,Slovenia,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-23.28,
2014,Slovenia,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"2,346.79",
2014,Slovakia,Carbon dioxide,All NACE branches plus households,Tonne,"33,638,309",
