TIME,GEO,AIRPOL,INDIC_NV,UNIT,Value,Flag and Footnotes
2009,Luxembourg,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,63.6,
2009,Luxembourg,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2009,Luxembourg,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,113.8,
2009,Luxembourg,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-33.4,
2009,Luxembourg,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"1,028.59",
2009,Hungary,Carbon dioxide,All NACE branches plus households,Tonne,"54,798,798",
2009,Hungary,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"4,006,983",
2009,Hungary,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2009,Hungary,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"1,077,724",
2009,Hungary,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-68,608",
2009,Hungary,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"51,800,932",
2009,Hungary,Methane,All NACE branches plus households,Tonne,"315,351.16",
2009,Hungary,Methane,Production and consumption activities abroad by residents,Tonne,230.57,
2009,Hungary,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2009,Hungary,Methane,Production and consumption activities on the territory by non-residents,Tonne,69.61,
2009,Hungary,Methane,Adjustments and statistical discrepancy,Tonne,-0.48,
2009,Hungary,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"315,189.71",
2009,Hungary,Nitrous oxide,All NACE branches plus households,Tonne,"12,552.11",
2009,Hungary,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,118.37,
2009,Hungary,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2009,Hungary,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,34.72,
2009,Hungary,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-1.92,
2009,Hungary,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"12,466.54",
2009,Malta,Carbon dioxide,All NACE branches plus households,Tonne,"3,557,672",s
2009,Malta,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"1,026,943",s
2009,Malta,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2009,Malta,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,0,s
2009,Malta,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,0,
2009,Malta,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"2,530,729",
2009,Malta,Methane,All NACE branches plus households,Tonne,"6,502.10",s
2009,Malta,Methane,Production and consumption activities abroad by residents,Tonne,:,
2009,Malta,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2009,Malta,Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2009,Malta,Methane,Adjustments and statistical discrepancy,Tonne,0,
2009,Malta,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"6,502.10",
2009,Malta,Nitrous oxide,All NACE branches plus households,Tonne,169.11,s
2009,Malta,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2009,Malta,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2009,Malta,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2009,Malta,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,0,
2009,Malta,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,169.11,
2009,Netherlands,Carbon dioxide,All NACE branches plus households,Tonne,"187,649,907",
2009,Netherlands,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"22,277,190",
2009,Netherlands,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2009,Netherlands,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"6,575,406",
2009,Netherlands,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-1,332,893",
2009,Netherlands,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"170,615,230",
2009,Netherlands,Methane,All NACE branches plus households,Tonne,"779,999.20",
2009,Netherlands,Methane,Production and consumption activities abroad by residents,Tonne,671.4,
2009,Netherlands,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2009,Netherlands,Methane,Production and consumption activities on the territory by non-residents,Tonne,239.26,
2009,Netherlands,Methane,Adjustments and statistical discrepancy,Tonne,99.69,
2009,Netherlands,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"779,666.75",
2009,Netherlands,Nitrous oxide,All NACE branches plus households,Tonne,"30,511.92",
2009,Netherlands,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,678.25,
2009,Netherlands,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2009,Netherlands,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,175.28,
2009,Netherlands,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-55.91,
2009,Netherlands,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"29,953.05",
2009,Austria,Carbon dioxide,All NACE branches plus households,Tonne,"66,354,304",
2009,Austria,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"-3,322,290",
2009,Austria,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2009,Austria,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,0,
2009,Austria,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-1,952,812",
2009,Austria,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"67,723,782",
2009,Austria,Methane,All NACE branches plus households,Tonne,"293,718.41",
2009,Austria,Methane,Production and consumption activities abroad by residents,Tonne,-172.83,
2009,Austria,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2009,Austria,Methane,Production and consumption activities on the territory by non-residents,Tonne,0,
2009,Austria,Methane,Adjustments and statistical discrepancy,Tonne,-41.46,
2009,Austria,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"293,849.78",
2009,Austria,Nitrous oxide,All NACE branches plus households,Tonne,"11,566.79",
2009,Austria,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,-80.4,
2009,Austria,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2009,Austria,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,0,
2009,Austria,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,318.57,
2009,Austria,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"11,965.75",
2009,Poland,Carbon dioxide,All NACE branches plus households,Tonne,"324,170,924",
2009,Poland,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"9,705,865",
2009,Poland,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2009,Poland,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"986,987",
2009,Poland,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,0,
2009,Poland,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"315,452,047",
2009,Poland,Methane,All NACE branches plus households,Tonne,"2,061,589.90",
2009,Poland,Methane,Production and consumption activities abroad by residents,Tonne,797.41,
2009,Poland,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2009,Poland,Methane,Production and consumption activities on the territory by non-residents,Tonne,176.59,
2009,Poland,Methane,Adjustments and statistical discrepancy,Tonne,0,
2009,Poland,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"2,060,969.07",
2009,Poland,Nitrous oxide,All NACE branches plus households,Tonne,"67,774.61",
2009,Poland,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,290.93,
2009,Poland,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2009,Poland,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,38.7,
2009,Poland,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,0,
2009,Poland,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"67,522.38",
2009,Portugal,Carbon dioxide,All NACE branches plus households,Tonne,"58,769,900",
2009,Portugal,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"1,235,200",
2009,Portugal,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,"45,000",
2009,Portugal,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"4,115,300",
2009,Portugal,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-4,339,700",
2009,Portugal,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"57,310,300",
2009,Portugal,Methane,All NACE branches plus households,Tonne,"421,595.30",
2009,Portugal,Methane,Production and consumption activities abroad by residents,Tonne,105.3,
2009,Portugal,Methane,Fishing vessels operated abroad by residents,Tonne,4.5,
2009,Portugal,Methane,Production and consumption activities on the territory by non-residents,Tonne,239.1,
2009,Portugal,Methane,Adjustments and statistical discrepancy,Tonne,-283.6,
2009,Portugal,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"421,445.50",
2009,Portugal,Nitrous oxide,All NACE branches plus households,Tonne,"11,253.20",
2009,Portugal,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,27.8,
2009,Portugal,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,1.2,
2009,Portugal,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,110.9,
2009,Portugal,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,51.5,
2009,Portugal,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"11,387.80",
2009,Romania,Carbon dioxide,All NACE branches plus households,Tonne,"89,156,002",
2009,Romania,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"1,554,236",e
2009,Romania,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2009,Romania,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2009,Romania,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,:,
2009,Romania,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"87,601,766",
2009,Romania,Methane,All NACE branches plus households,Tonne,"1,338,762.16",
2009,Romania,Methane,Production and consumption activities abroad by residents,Tonne,113.77,e
2009,Romania,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2009,Romania,Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2009,Romania,Methane,Adjustments and statistical discrepancy,Tonne,:,
2009,Romania,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"1,338,648.39",
2009,Romania,Nitrous oxide,All NACE branches plus households,Tonne,"24,597.44",
2009,Romania,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,43.56,e
2009,Romania,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2009,Romania,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2009,Romania,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,0.09,
2009,Romania,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"24,553.97",
2009,Slovenia,Carbon dioxide,All NACE branches plus households,Tonne,"17,262,194",
2009,Slovenia,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,:,
